Repository Fork?,Repository Forks Count,Repository Issues enabled?,Repository Wiki enabled?,Repository Pages enabled?,Repository Open Issues Count,Repository Readme filename,Repository Changelog filename,Repository Contributing guidelines filename,Repository License filename,Repository Code of Conduct filename,Repository Stars Count
0,1,1,0,1,0.099841521,1,0,0,1,1,122630
0,0.293364057,1,1,1,0.092596785,1,1,1,1,0,90386
0,0.164135986,1,1,1,1,1,1,1,1,1,55296
0,0.147197909,1,0,0,0.096219153,1,0,0,1,0,35637
0,0.109676199,1,0,1,0.482454154,1,1,1,1,0,34719
0,0.029130053,1,1,0,0.032374915,1,0,1,1,0,34193
0,0.178976149,1,0,0,0.005207154,1,1,1,1,0,33814
0,0.178976149,1,0,0,0.005207154,1,1,1,1,0,33814
0,0.235155538,0,0,0,0.043921213,1,0,1,1,0,32327
0,0.097862535,1,1,0,0.025130179,1,1,1,1,1,30955
0,0.097862535,1,1,0,0.025130179,1,1,1,1,1,30953
0,0.097862535,1,1,0,0.025130179,1,1,1,1,1,30953
0,0.283957835,1,1,0,0.147385103,1,0,1,1,0,29750
0,0.283957835,1,1,0,0.147385103,1,0,1,1,0,29750
0,0.168056678,1,1,0,0.262168893,1,0,1,1,0,26784
0,0.168056678,1,1,0,0.262168893,1,0,1,1,0,26782
0,0.168056678,1,1,0,0.262168893,1,0,1,1,0,26782
0,0.229343284,1,1,0,0.356350464,1,0,1,1,0,26459
0,0.263271026,1,1,0,0.065429024,1,0,0,0,0,23793
0,0.263271026,1,1,0,0.065429024,1,0,0,0,0,23793
0,0.263271026,1,1,0,0.065429024,1,0,0,0,0,23793
0,0.263271026,1,1,0,0.065429024,1,0,0,0,0,23793
0,0.263271026,1,1,0,0.065429024,1,0,0,0,0,23792
0,0.263271026,1,1,0,0.065429024,1,0,0,0,0,23791
0,0.143070865,1,1,0,0.067693004,1,1,0,1,0,21907
0,0.034185683,1,0,0,0.213493321,1,1,1,1,0,21356
0,0.034185683,1,0,0,0.213493321,1,1,1,1,0,21356
0,0.034185683,1,0,0,0.213493321,1,1,1,1,0,21356
0,0.034185683,1,0,0,0.213493321,1,1,1,1,0,21356
0,0.034185683,1,0,0,0.213493321,1,1,1,1,0,21356
0,0.034185683,1,0,0,0.213493321,1,1,1,1,0,21356
0,0.034185683,1,0,0,0.213493321,1,1,1,1,0,21356
0,0.034185683,1,0,0,0.213493321,1,1,1,1,0,21356
0,0.034185683,1,0,0,0.213493321,1,1,1,1,0,21356
0,0.034185683,1,0,0,0.213493321,1,1,1,1,0,21356
0,0.034185683,1,0,0,0.213493321,1,1,1,1,0,21356
